100121619_TGI_at,7.464305125
100121620_TGI_at,10.1857765
100121621_TGI_at,13.08289582
100121622_TGI_at,2.248046499
100121623_TGI_at,8.372539672
100121624_TGI_at,10.05838109
100121625_TGI_at,7.351950897
100121626_TGI_at,3.38597517
100121627_TGI_at,4.289584213
100121628_TGI_at,5.521158873
100121629_TGI_at,8.92152591
100121630_TGI_at,4.441300551
100121631_TGI_at,4.400367042
100121632_TGI_at,7.934786296
100121633_TGI_at,5.242625689
100121634_TGI_at,6.627666128
100121635_TGI_at,8.56623785
100121636_TGI_at,5.101375312
100121637_TGI_at,4.949748531
100121638_TGI_at,4.001597501
100121639_TGI_at,6.369483859
100121640_TGI_at,9.541005593
100121642_TGI_at,3.922534391
100121643_TGI_at,5.276697584
100121644_TGI_at,8.013006642
100121645_TGI_at,6.313950831
100121646_TGI_at,11.30285392
100121647_TGI_at,4.878210795
100121648_TGI_at,3.588482037
100121649_TGI_at,8.411923537
100121651_TGI_at,4.124428404
100121652_TGI_at,7.538691185
100121653_TGI_at,8.396296708
100121654_TGI_at,4.59344227
100121655_TGI_at,3.924184248
100121656_TGI_at,4.819236671
100121657_TGI_at,11.77636959
100121658_TGI_at,2.932394289
100121659_TGI_at,3.183265723
100121660_TGI_at,3.269950682
100121661_TGI_at,9.571334259
100121662_TGI_at,3.757710973
100121663_TGI_at,2.710408618
100121664_TGI_at,11.42909216
100121665_TGI_at,11.14966341
100121666_TGI_at,8.407828817
100121667_TGI_at,10.6686464
100121668_TGI_at,10.26812063
100121669_TGI_at,3.50205796
100121670_TGI_at,8.740762966
100121671_TGI_at,10.16723035
100121672_TGI_at,4.242126112
100121673_TGI_at,4.002394072
100121674_TGI_at,2.538150603
100121675_TGI_at,5.89837977
100121677_TGI_at,6.346372765
100121678_TGI_at,6.678400914
100121679_TGI_at,8.144570602
100121680_TGI_at,5.347348828
100121681_TGI_at,4.798508234
100121682_TGI_at,5.881518377
100121683_TGI_at,4.901427601
100121684_TGI_at,6.161192484
100121685_TGI_at,11.40404313
100121686_TGI_at,6.590534688
100121687_TGI_at,3.146595052
100121688_TGI_at,2.163198719
100121689_TGI_at,2.980248825
100121690_TGI_at,9.754983597
100121691_TGI_at,3.748673875
100121692_TGI_at,11.38692702
100121693_TGI_at,7.835946373
100121694_TGI_at,9.7254876
100121695_TGI_at,11.21366847
100121696_TGI_at,12.94884679
100121697_TGI_at,4.608998004
100121698_TGI_at,3.078286434
100121699_TGI_at,3.365431931
100121700_TGI_at,3.944921585
100121702_TGI_at,2.393045653
100121703_TGI_at,6.694436467
100121704_TGI_at,6.50423512
100121705_TGI_at,4.960435111
100121706_TGI_at,6.260076479
100121707_TGI_at,9.401688704
100121708_TGI_at,2.791469212
100121709_TGI_at,4.013098394
100121710_TGI_at,8.431853565
100121711_TGI_at,6.015153839
100121712_TGI_at,8.439920863
100121714_TGI_at,2.980173469
100121715_TGI_at,6.246631659
100121716_TGI_at,5.082331065
100121717_TGI_at,4.024682471
100121718_TGI_at,8.95730317
100121719_TGI_at,12.47501739
100121720_TGI_at,2.344509445
100121721_TGI_at,2.630039904
100121722_TGI_at,3.183265723
100121723_TGI_at,6.327339645
100121724_TGI_at,7.880905395
100121725_TGI_at,10.84837926
100121726_TGI_at,8.04120762
100121727_TGI_at,3.047966959
100121728_TGI_at,8.270072608
100121729_TGI_at,2.565040571
100121730_TGI_at,8.841325174
100121732_TGI_at,5.902778149
100121733_TGI_at,7.679689708
100121734_TGI_at,2.794822514
100121735_TGI_at,2.997465761
100121736_TGI_at,4.857542589
100121738_TGI_at,7.341086204
100121739_TGI_at,7.687764115
100121740_TGI_at,8.255594961
100121741_TGI_at,8.938765451
100121743_TGI_at,9.341833531
100121744_TGI_at,8.684397454
100121745_TGI_at,6.098738174
100121746_TGI_at,10.85106837
100121747_TGI_at,2.96474139
100121748_TGI_at,8.497713703
100121750_TGI_at,4.578572203
100121751_TGI_at,2.530364796
100121752_TGI_at,4.672093198
100121753_TGI_at,5.476484447
